model_type,variant,dataset,M-of-N count,integrated_brier_score (train),integrated_brier_score (test),rules,conditions_count,plain conditions count,complex conditions count,avg conditions per rule,avg rule quality,avg rule precision,avg rule coverage,training time total (s),training time growing (s),training time pruning (s),pvalue significance fdr,pvalue significance fwer,induction measure,pruning measure,voting measure
complex,no_discretization,bmt-ch,0,0.1888904006029542,0.2021046297125138,14,61.0,0.6428571428571429,3.7142857142857144,4.357142857142857,0.9623689346187752,1.0,0.1934523809523809,2961.548032451,2931.7343958260003,29.785436419,0.7857142857142857,0.3571428571428571,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1731306940125711,0.2884057158149985,11,36.0,0.0,3.272727272727273,3.272727272727273,0.9882820863093676,1.0,0.2099567099567099,2580.236497768,2555.252549344,24.963343424,0.8181818181818182,0.8181818181818182,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1746740673663765,0.2019958737009661,12,39.0,0.0,3.25,3.25,0.9860568992711166,1.0,0.1870039682539682,3060.524115338,3029.159816468,31.343585811999997,0.9166666666666666,0.8333333333333334,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1679580260542821,0.2056226765259756,13,43.0,0.6153846153846154,2.6923076923076925,3.3076923076923075,0.9789074503392132,1.0,0.1879836140191169,2702.749701622,2676.048535571,26.682927648,0.6923076923076923,0.6923076923076923,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.188185403593,0.244030704459537,12,40.0,0.25,3.0833333333333335,3.3333333333333335,0.9804885012666662,1.0,0.1844181459566075,3050.454829,3020.593816407,29.836009571,0.8333333333333334,0.6666666666666666,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1300000999801482,0.198275792950328,16,65.0,0.375,3.6875,4.0625,0.9416567000485828,1.0,0.1413690476190476,3526.052755291,3492.477987997999,33.55310722100001,0.5625,0.5625,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.161607109687106,0.1774012131132931,11,38.0,0.09090909090909091,3.3636363636363638,3.4545454545454546,0.9565164454693372,1.0,0.2483766233766234,2281.102280891,2260.587227801,20.498189696,0.7272727272727273,0.5454545454545454,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1758466761783449,0.3433480135985829,12,42.0,0.08333333333333333,3.4166666666666665,3.5,0.9543619711305212,1.0,0.1641865079365079,2596.968328763,2573.613035750001,23.33393229,0.6666666666666666,0.6666666666666666,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1872441565891852,0.2549586757554817,13,43.0,0.3076923076923077,3.0,3.3076923076923075,0.9430448562792042,1.0,0.1849816849816849,3333.588170826,3302.16722603,31.394269631000007,0.7692307692307693,0.6153846153846154,Correlation,Correlation,Correlation
complex,no_discretization,bmt-ch,0,0.1061577983824972,0.3754430840175841,19,99.0,0.3684210526315789,4.842105263157895,5.2105263157894735,0.9559124508428334,1.0,0.1273746496418561,4026.771735768,3984.622973396,42.125294314,0.6842105263157895,0.5789473684210527,Correlation,Correlation,Correlation
